Codigo,Descripcion,Familia,FactorCajas,CajXEstiba,Contenido,VidaUtil,FLimiteDesp,MinimoT1,MinimoT2,MinimoKA
21447-,Pony Malta go pet  200cc X 6,Pet,6,608,200,90,30,64.0,30,45
22282,Pony Malta go pet  200cc X 6 PG5 LL6,Pet,6,608,200,90,30,64.0,30,45
22272,Pony Malta GO RB 330cc X 30,Ret,30,45,330,365,30,256.5,30,90
2208,Pony Malta Lt N 330ccX6,Lata,6,480,330,365,30,256.5,30,90
2206,Pony Malta LtaN 330ccX24,Lata,24,120,330,365,30,256.5,30,90
16210,Pony Malta LtaN 330ccX6,Lata,6,480,330,365,30,256.5,30,90
7078,Pony Malta Pet 1.0L X 15,Pet,15,52,1000,120,30,85,30,45
7078-,Pony Malta Pet 1.0L X 15,Pet,15,52,1000,120,30,85,30,45
8322,Pony Malta Pet 1.0L X 15 Evt,Pet,15,52,1000,120,30,85,30,45
7692,Pony Malta Pet 1.0LX2 + PlusPet200 Gtis,Pet,2,52,1,90,30,64.0,30,45
2224,Pony Malta Pet 1.5LX 6,Pet,6,100,1500,120,30,85,30,45
2224-,Pony Malta Pet 1.5LX 6,Pet,6,75,1500,120,30,85,30,45
2224--,Pony Malta Pet 1.5LX 6,Pet,6,66,1500,120,30,85,30,45
2224+-,Pony Malta Pet 1.5LX 6,Pet,6,88,1500,120,30,85,30,45
11969,Pony Malta Pet 2.0L X6,Pet,6,60,2000,120,30,85,30,45
12117,Pony Malta Pet 2.0Lx2 + Pony Vit 200,Pet,2,108,2000,90,30,64.0,30,45
8287,Pony Malta Pet 200Cc 6U X 2P Ka,Pet,12,160,200,90,30,64.0,30,45
8262,Pony Malta Pet 200Cc 6U X 2P Tat,Pet,12,532,200,90,30,64.0,30,45
2759,Pony Malta Pet 200cc X 6,Pet,6,640,200,90,30,64.0,30,45
-2759,Pony Malta Pet 200cc X 6,Pet,6,512,200,90,30,64.0,30,45
2759-,Pony Malta Pet 200cc X 6,Pet,6,608,200,90,30,64.0,30,45
2759+,Pony Malta Pet 200cc X 6,Pet,6,760,200,90,30,64.0,30,45
21125,Pony Malta Pet 200cc X 6 PROMO,Pet,6,640,200,90,30,64.0,30,45
3810,Pony Malta Pet 200ccX30,Pet,30,135,200,90,30,64.0,30,45
3810-,Pony Malta Pet 200ccX30,Pet,30,128,200,90,30,64.0,30,45
3529,Pony Malta Pet 200X6 Pro,Pet,6,490,200,90,30,64.0,30,45
2222,Pony Malta Pet 330cc X 24,Pet,24,96,330,90,30,64.0,30,45
2223,Pony Malta Pet 330cc X 6,Pet,6,384,330,90,30,64.0,30,45
2223-,Pony Malta Pet 330cc X 6,Pet,6,378,330,90,30,64.0,30,45
3864,Pony Malta Pet 330Ccx24 Evt,Pet,24,96,330,90,30,64.0,30,45
16740,Pony Malta Pet fresa sandia 330cc X 6,Pet,6,384,330,90,30,64.0,30,45
21173,PONY MALTA LESS 1000CC X15,Pet,15,52,1000,120,30,85,30,45
11748,Pony Malta Pet200Cc X 6 +Camisa Colombia,Pet,6,420,200,90,30,64.0,30,45
2183,Pony Malta R 225cc X 38,Ret,38,54,225,365,30,256.5,30,90
2183-,Pony Malta R 225cc X 38,Ret,38,45,225,365,30,256.5,30,90
2182,Pony Malta R 330cc X 30,Ret,30,45,330,365,30,256.5,30,90
2772,Pony Malta R 330ccX30 Pro,Ret,30,45,330,365,30,256.5,30,90
12118,Pony Malta Vital Pet 1.0L X 15,Pet,15,52,1000,120,30,85,30,45
21959-,Pony MaltaGO Pet 1.5LX 6,Pet,6,66,1500,120,30,85,30,45
21959,Pony MaltaGO Pet 1.5LX 6,Pet,6,88,1500,120,30,85,30,45
2558,Pony Mlta Pet 1.5LX2 Agr,Pet,2,162,1500,90,30,64.0,30,45
2776,Pony Mlta Pet 330ccX6 Pro,Pet,6,384,330,90,30,64.0,30,45
12280,Pony PIX Pet200Cc X 6,Pet,6,608,200,90,30,64.0,30,45
11963,Pony Vital Pet 200 X 30,Pet,30,128,200,90,30,64.0,30,45
11964,Pony Vital Pet 330Cc X 24,Pet,24,96,330,90,30,64.0,30,45
11962,Pony Vital Pet 330Cc X 6,Pet,6,384,330,90,30,64.0,30,45
11962-,Pony Vital Pet 330Cc X 6,Pet,6,384,330,90,30,64.0,30,45
11961,Pony Vital Pet200Cc X 6,Pet,6,608,200,90,30,64.0,30,45
8312,Presidente Nr 355Cc X 24,Tw,24,60,355,365,30,256.5,30,90
8245,Quilmes Nr 340 X 24,NR,24,0,340,365,30,256.5,30,90
6122,Redds App Lta 269cc X 24,Lata,24,130,269,120,30,85,30,90
7450,Redds App Lta 269Cc X 4 Ka,Lata,4,702,269,120,30,85,30,90
3203,Redds Cold Lt 269cc X 24,Lata,24,130,269,270,30,190,30,90
3228,Redds Cold Lt 269X6,Lata,6,600,269,270,30,190,30,90
2298,Redds Cold R 330cc X 30,Ret,30,45,330,180,30,127.0,30,90
2302,Redds Cold TW 250cc X 24,Tw,24,75,250,180,30,127.0,30,90
2999,Redds Cold TW 250X6,Tw,6,300,250,180,30,127.0,30,90
8086,Redds Mix Lta 269X4,Lata,4,702,269,180,30,127.0,30,90
21730,Redds Rose Lt 269X6,Lata,6,600,269,180,30,127.0,30,90
20469-,stella  artois LT 269x6 NAC,Lata,6,416,269,270,30,190,30,90
20469,stella  artois LT 269x6 NAC,Lata,6,520,269,270,30,190,30,90
14647+,stella  artois Nr 330x6 mex,tw,6,260,330,365,30,256.5,30,90
14647,stella  artois Nr 330x6 mex,tw,6,240,330,365,30,256.5,30,90
12136,Stella artois 250cc x 6,Lata,6,512,250,365,30,256.5,30,90
15367,Stella artois 269cc x 24,Lata,24,150,269,270,30,190,30,90
20466,Stella artois 269cc x 24 VALLE,Lata,24,150,269,270,30,190,30,90
15366--,Stella artois 269cc x 6,Lata,6,312,269,365,30,256.5,30,90
15366+-,Stella artois 269cc x 6,Lata,6,360,269,365,30,256.5,30,90
15366-,Stella artois 269cc x 6,Lata,6,480,269,365,30,256.5,30,90
15366-+,Stella artois 269cc x 6,Lata,6,468,269,365,30,256.5,30,90
15366,Stella artois 269cc x 6,Lata,6,520,269,365,30,256.5,30,90
15366+,Stella artois 269cc x 6,Lata,6,660,269,365,30,256.5,30,90
18039,Stella Artois Belgica  Tw 330cc 4PX6U,Tw,6,260,330,365,30,256.5,30,90
18039+,Stella Artois Belgica  Tw 330cc 4PX6U,Tw,6,336,330,365,30,256.5,30,90
18039-,Stella Artois Belgica  Tw 330cc 4PX6U,Tw,6,240,330,365,30,256.5,30,90
9893,Stella Artois Bib Nr 12 L,Tw,1,40,12,270,30,190,30,90
12212,Stella Artois Lata 250 X24,Lata,24,144,250,365,30,256.5,30,90
12212-,Stella Artois Lata 250 X24,Lata,24,130,250,365,30,256.5,30,90
20463,Stella Artois Nr 300Cc X 6,Tw,6,240,300,270,30,190,30,90
8180,Stella Artois NR 750cc X6 NAV,Tw,6,88,750,365,30,256.5,30,90
7611,Stella Artois Tw 330 X 6,Tw,6,260,330,365,30,256.5,30,90
7611-,Stella Artois Tw 330 X 6,Tw,6,240,330,365,30,256.5,30,90
7611+,Stella Artois Tw 330 X 6,Tw,6,336,330,365,30,256.5,30,90
7581,Stella Artois Tw 330cc 4PX6U,Tw,24,65,330,365,30,256.5,30,90
7581+,Stella Artois Tw 330cc 4PX6U,Tw,24,84,330,365,30,256.5,30,90
18059,Stella Artois Tw 330cc X24 BELG,Tw,24,65,330,365,30,256.5,30,90
22363,REDDS CITRUS RB 330 X30,Ret,30,45,330,180,30,127.0,30,90
22244,Budweiser NR 250Ccx38,Ret,38,45,250,270,30,190,30,90
21871+,Aguila IMPERIAL  330cc X 30,Ret,30,54,330,180,30,127.0,30,90
21447--,Pony Malta go pet  200cc X 6,Pet,6,512,200,90,30,64.0,30,45
22579,Corona Extra Lta  473Ccx6 Pack,Lata,6,320,473,365,30,256.5,30,90
22613+,Aguila Lig R FRIA HELADA 330cc X 30,Ret,30,54,330,180,30,127.0,30,90
22613,Aguila Lig R FRIA HELADA 330cc X 30,Ret,30,45,330,180,30,127.0,30,90
22270,Kaufmann Lta 310cc X 6,Lata,6,528,310,270,30,190,30,90
22660,Club Colombia TW Esmeralda 24 x 330,NR,24,60,330,180,30,127.0,30,90
22589,PILSEN Lta 473cc X 6 EDICION ESPECIAL,Lata,6,336,473,270,30,190,30,90
21166+,Club Col TRIGO NR 330C X 24 REM,NR,24,65,330,180,30,127.0,30,90
22867,Michelob Ultra NR 330 CC X24 REM,NR,24,65,330,270,30,190,30,90
22866,Michelob Ultra NR 330 CC X6 REM,NR,6,260,330,270,30,190,30,90
22866-,Michelob Ultra NR 330 CC X6 REM,NR,6,240,330,270,30,190,30,90
22863,Michelob Ultra NR 330 CC X30 TOC,NR,30,45,330,270,30,190,30,90
23121,Cola&Pola ROJA Lt 330cc X 6,Lata,6,480,330,180,30,127.0,30,90
22265,BAHIA LAGER 310,Lata,6,528,310,180,30,127.0,30,90
22269,AZTECA LATA 310CC X6,Lata,6,528,310,270,30,190,30,90
23013,BAHIA LIGHT 310 X6,Lata,6,528,310,180,30,127.0,30,90
23047,AZTECA LIGHT 310CC X6,Lata,6,528,310,180,30,127.0,30,90
22398,Modelo Negra Tw 355Cc x 6,NR,6,216,355,365,30,256.5,30,90
23211,PONY MALTA LESS SUGGAR PET 200CC X30,Pet,30,128,200,90,30,64.0,30,45
23211,PONY MALTA LESS SUGGAR PET 200CC X30,Pet,30,128,200,90,30,64.0,30,45
