Modulo,Codigo,Estibas,Cajas,Unidades,FechaVencimiento,Usuario,Rol,FechaToma,Sede
M_A2_DER_,13451,92,0,0,2026-12-02,Samuel Torres,Rotador,2026-07-17 06:00,Tocancipá
